ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,WElo,WSurfElo,WBD,WHand,WBHand,LElo,LSurfElo,LBD,LHand,LBHand
55,St. Petersburg,St. Petersburg Open,2018-09-18,ATP250,Indoor,Hard,1st Round,3,Medvedev D.,Sousa J.,35.0,49.0,1262.0,986.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.35,1.67,2.2,1.65,2.35,,,1.69,2.48,1.64,2.28,2064.7,2027.2,1996-02-11,R,2.0,1734.6,1682.8,1989-03-30,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Youzhny M.,Basic M.,110.0,78.0,486.0,715.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.35,1.67,2.2,1.68,2.3,,,1.7,2.4,1.66,2.24,,,,,,1436.6,1416.0,1991-07-12,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Menendez-Maceiras A.,34.0,126.0,1270.0,445.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.18,5.5,1.17,5.0,1.18,5.4,,,1.21,5.98,1.17,5.2,1946.8,1915.2,1999-04-15,L,1.0,,,,,
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Bautista Agut R.,Vanni L.,26.0,170.0,1570.0,337.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,5.1,1.17,5.0,1.18,5.4,,,1.21,5.55,1.17,5.05,,,,,,1501.3,1472.1,1985-06-04,R,2.0
54,Metz,Open de Moselle,2018-09-19,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,Lestienne C.,25.0,167.0,1580.0,338.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.3,3.85,1.28,3.5,1.29,4.01,,,1.32,4.05,1.28,3.74,1793.3,1730.5,1986-06-18,R,1.0,1536.8,1468.4,1992-05-23,R,2.0
54,Metz,Open de Moselle,2018-09-19,ATP250,Indoor,Hard,2nd Round,3,Nishikori K.,Gojowczyk P.,12.0,45.0,2475.0,1028.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.3,3.85,1.3,3.5,1.31,3.83,,,1.34,3.88,1.3,3.59,1936.5,1877.8,1989-12-29,R,2.0,1639.0,1615.4,1989-07-15,R,2.0
54,Metz,Open de Moselle,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Moutet C.,33.0,105.0,1282.0,527.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.62,2.4,1.57,2.37,1.71,2.24,,,1.74,2.4,1.65,2.26,1894.8,1845.8,1992-02-27,R,2.0,1608.2,1550.0,1999-04-19,L,2.0
54,Metz,Open de Moselle,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Fucsovics M.,Mannarino A.,43.0,32.0,1047.0,1285.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.85,2.05,1.8,2.0,1.93,1.96,,,1.95,2.24,1.84,1.98,1747.4,1712.9,1992-02-08,R,2.0,1782.0,1727.6,1988-06-29,L,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,2nd Round,3,Klizan M.,Fognini F.,65.0,13.0,823.0,2225.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.25,1.7,2.2,1.67,2.23,1.74,,,2.37,1.74,2.22,1.67,1691.6,1664.6,1989-07-11,L,2.0,1891.2,1829.0,1987-05-24,R,2.0
54,Metz,Open de Moselle,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Paire B.,Halys Q.,53.0,136.0,955.0,419.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.2,1.4,3.0,1.38,3.27,,,1.43,3.3,1.38,3.08,1783.2,1710.2,1989-05-08,R,2.0,1434.1,1385.0,1996-10-26,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Kukushkin M.,Istomin D.,87.0,61.0,656.0,867.0,7.0,5.0,2.0,4.0,,,,,,,1.0,0.0,Retired,1.53,2.37,1.62,2.4,1.57,2.37,1.65,2.37,,,1.66,2.43,1.61,2.34,1778.8,1741.8,1987-12-26,R,2.0,1610.9,1611.0,1986-09-07,R,2.0
54,Metz,Open de Moselle,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Simon G.,Vesely J.,39.0,91.0,1115.0,645.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.32,3.7,1.3,3.5,1.34,3.51,,,1.37,3.75,1.32,3.46,1786.5,1747.5,1984-12-27,R,2.0,1723.9,1680.9,1993-07-10,L,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,2nd Round,3,Wawrinka S.,Khachanov K.,88.0,24.0,650.0,1605.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.3,1.67,2.2,1.67,2.34,1.68,,,2.46,1.69,2.26,1.65,1920.7,1884.8,1985-03-28,R,1.0,1872.7,1817.9,1996-05-21,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-19,ATP250,Indoor,Hard,1st Round,3,Pella G.,Ivashka I.,60.0,100.0,870.0,576.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.1,1.8,2.2,1.67,2.1,1.81,,,2.3,1.84,2.11,1.74,1822.3,1723.1,1990-05-17,L,2.0,1651.7,1612.1,1994-02-24,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Shapovalov D.,Berrettini M.,34.0,62.0,1270.0,864.0,7.0,6.0,4.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.44,2.62,1.5,2.75,1.44,2.75,1.5,2.81,,,1.55,2.9,1.49,2.67,1946.8,1915.2,1999-04-15,L,1.0,1950.8,1863.4,1996-04-12,R,2.0
54,Metz,Open de Moselle,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Bachinger M.,Barrere G.,166.0,155.0,340.0,373.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.7,2.25,1.73,2.1,1.76,2.19,,,1.83,2.3,1.73,2.13,1589.5,1553.2,1987-04-02,R,2.0,1730.4,1692.1,1994-02-16,R,2.0
54,Metz,Open de Moselle,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Simon G.,Krajinovic F.,39.0,33.0,1115.0,1282.0,4.0,6.0,7.0,5.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.1,1.73,2.2,1.73,2.1,1.68,2.33,,,1.74,2.35,1.68,2.21,1786.5,1747.5,1984-12-27,R,2.0,1894.8,1845.8,1992-02-27,R,2.0
54,Metz,Open de Moselle,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Maden Y.,Paire B.,120.0,53.0,470.0,955.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.0,1.36,3.2,1.4,3.25,1.33,3.31,1.38,,,3.35,1.4,3.18,1.36,1597.3,1566.5,1989-10-28,,,1783.2,1710.2,1989-05-08,R,2.0
54,Metz,Open de Moselle,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Berankis R.,Tsitsipas S.,103.0,15.0,540.0,1962.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.4,1.3,3.6,1.33,3.4,1.33,3.83,1.31,,,3.98,1.34,3.52,1.31,1738.6,1703.2,1990-06-21,R,2.0,2067.4,2023.9,1998-08-12,R,1.0
54,Metz,Open de Moselle,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Albot R.,Fucsovics M.,107.0,43.0,493.0,1047.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.4,1.3,3.5,1.35,3.4,1.33,3.23,1.4,,,3.5,1.4,3.28,1.34,1786.9,1751.5,1989-11-11,R,2.0,1747.4,1712.9,1992-02-08,R,2.0
54,Metz,Open de Moselle,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Basilashvili N.,Humbert U.,31.0,108.0,1322.0,491.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.65,2.35,1.61,2.25,1.67,2.36,,,1.69,2.41,1.63,2.28,1839.2,1781.6,1992-02-23,R,2.0,1770.1,1739.8,1998-06-26,L,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Thiem D.,Struff J.L.,8.0,50.0,3665.0,980.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.42,3.1,1.4,3.0,1.42,3.11,,,1.42,3.22,1.39,3.03,2066.2,2003.9,1993-09-03,R,1.0,,,,,
55,St. Petersburg,St. Petersburg Open,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Bautista Agut R.,Youzhny M.,26.0,110.0,1570.0,486.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.18,4.5,1.2,5.1,1.17,5.0,1.23,4.73,,,1.25,5.1,1.2,4.57,,,,,,,,,,
55,St. Petersburg,St. Petersburg Open,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Cecchinato M.,Lacko L.,22.0,77.0,1696.0,720.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.3,1.67,2.2,1.67,2.37,1.66,,,2.37,1.74,2.23,1.67,1626.7,1496.9,1992-09-30,R,1.0,1610.1,1573.3,1987-11-03,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Dzumhur D.,Pella G.,28.0,60.0,1395.0,870.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.7,2.25,1.67,2.2,1.69,2.3,,,1.75,2.43,1.68,2.22,1723.9,1682.0,1992-05-20,R,2.0,1822.3,1723.1,1990-05-17,L,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-20,ATP250,Indoor,Hard,2nd Round,3,Medvedev D.,Kukushkin M.,35.0,87.0,1262.0,656.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.45,2.95,1.44,2.75,1.5,2.8,,,1.53,3.0,1.45,2.79,2064.7,2027.2,1996-02-11,R,2.0,1778.8,1741.8,1987-12-26,R,2.0
54,Metz,Open de Moselle,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Bachinger M.,Maden Y.,166.0,120.0,340.0,470.0,6.0,3.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.9,1.9,2,1.9,2.0,1.8,1.94,1.98,,,2.1,1.98,1.96,1.87,1589.5,1553.2,1987-04-02,R,2.0,1597.3,1566.5,1989-10-28,,
55,St. Petersburg,St. Petersburg Open,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Bautista Agut R.,Cecchinato M.,26.0,22.0,1570.0,1696.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.27,4.1,1.25,4.0,1.33,3.74,,,1.33,4.2,1.27,3.81,,,,,,1626.7,1496.9,1992-09-30,R,1.0
55,St. Petersburg,St. Petersburg Open,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Klizan M.,Shapovalov D.,65.0,34.0,823.0,1270.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2.62,1.5,2.7,1.52,2.62,1.5,2.56,1.59,,,2.7,1.59,2.56,1.52,1691.6,1664.6,1989-07-11,L,2.0,1946.8,1915.2,1999-04-15,L,1.0
55,St. Petersburg,St. Petersburg Open,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Wawrinka S.,Dzumhur D.,88.0,28.0,650.0,1395.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.85,1.44,2.75,1.5,2.82,,,1.5,2.98,1.45,2.79,1920.7,1884.8,1985-03-28,R,1.0,1723.9,1682.0,1992-05-20,R,2.0
54,Metz,Open de Moselle,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Nishikori K.,Basilashvili N.,12.0,31.0,2475.0,1322.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.2,4.5,1.22,4.75,1.2,4.33,1.26,4.44,,,1.26,4.88,1.21,4.49,1936.5,1877.8,1989-12-29,R,2.0,1839.2,1781.6,1992-02-23,R,2.0
54,Metz,Open de Moselle,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Simon G.,Gasquet R.,39.0,25.0,1115.0,1580.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.55,1.57,2.5,1.53,2.5,1.61,,,2.61,1.62,2.42,1.57,1786.5,1747.5,1984-12-27,R,2.0,1793.3,1730.5,1986-06-18,R,1.0
54,Metz,Open de Moselle,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Albot R.,Berankis R.,107.0,103.0,493.0,540.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.1,1.8,2.0,1.8,2.11,1.83,,,2.13,1.86,2.04,1.79,1786.9,1751.5,1989-11-11,R,2.0,1738.6,1703.2,1990-06-21,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-21,ATP250,Indoor,Hard,Quarterfinals,3,Thiem D.,Medvedev D.,8.0,35.0,3665.0,1262.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.5,1.57,2.55,1.53,2.5,1.61,2.52,,,1.61,3.0,1.56,2.48,2066.2,2003.9,1993-09-03,R,1.0,2064.7,2027.2,1996-02-11,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-22,ATP250,Indoor,Hard,Semifinals,3,Thiem D.,Bautista Agut R.,8.0,26.0,3665.0,1570.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.52,2.7,,,1.54,2.69,,,1.57,2.73,1.53,2.56,2066.2,2003.9,1993-09-03,R,1.0,,,,,
55,St. Petersburg,St. Petersburg Open,2018-09-22,ATP250,Indoor,Hard,Semifinals,3,Klizan M.,Wawrinka S.,65.0,88.0,823.0,650.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2.75,1.44,2.85,1.47,,,2.89,1.49,,,3.02,1.49,2.82,1.44,1691.6,1664.6,1989-07-11,L,2.0,1920.7,1884.8,1985-03-28,R,1.0
54,Metz,Open de Moselle,2018-09-22,ATP250,Indoor,Hard,Semifinals,3,Simon G.,Albot R.,39.0,107.0,1115.0,493.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.35,3.5,1.33,3.4,1.39,3.33,,,1.39,3.5,1.35,3.25,1786.5,1747.5,1984-12-27,R,2.0,1786.9,1751.5,1989-11-11,R,2.0
54,Metz,Open de Moselle,2018-09-22,ATP250,Indoor,Hard,Semifinals,3,Bachinger M.,Nishikori K.,166.0,12.0,340.0,2475.0,2.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,5.5,1.14,5.9,1.16,,,6.46,1.16,,,6.5,1.18,5.7,1.15,1589.5,1553.2,1987-04-02,R,2.0,1936.5,1877.8,1989-12-29,R,2.0
54,Metz,Open de Moselle,2018-09-23,ATP250,Indoor,Hard,The Final,3,Simon G.,Bachinger M.,39.0,166.0,1115.0,340.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.3,3.85,,,1.29,4.05,,,1.3,4.15,1.28,3.76,1786.5,1747.5,1984-12-27,R,2.0,1589.5,1553.2,1987-04-02,R,2.0
55,St. Petersburg,St. Petersburg Open,2018-09-23,ATP250,Indoor,Hard,The Final,3,Thiem D.,Klizan M.,8.0,65.0,3665.0,823.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.38,3.0,,,1.42,3.19,,,1.42,3.3,1.38,3.1,2066.2,2003.9,1993-09-03,R,1.0,1691.6,1664.6,1989-07-11,L,2.0
57,Shenzhen ,Shenzhen Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Garcia-Lopez G.,131.0,81.0,427.0,708.0,5.0,3.0,,,,,,,,,0.0,0.0,Retired,2.5,1.5,2.75,1.5,2.62,1.5,2.65,1.53,,,2.92,1.53,2.66,1.48,1612.8,1546.0,1986-02-10,R,2.0,,,,,
57,Shenzhen ,Shenzhen Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Lajovic D.,67.0,53.0,799.0,945.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.3,1.67,2.25,1.61,2.39,1.64,,,2.45,1.72,2.3,1.63,,,,,,1716.2,1649.5,1990-06-30,R,1.0
57,Shenzhen ,Shenzhen Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Nishioka Y.,Kudla D.,171.0,65.0,333.0,815.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.77,2.15,1.73,2.1,1.79,2.13,,,1.85,2.22,1.75,2.08,1825.7,1791.1,1995-09-27,L,2.0,1601.1,1553.2,1992-08-17,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Wu D.,73.0,287.0,758.0,177.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.32,3.7,1.3,3.5,1.36,3.42,,,1.38,3.7,1.33,3.39,1748.3,1711.7,1995-08-23,L,2.0,1407.3,1376.9,1991-09-14,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Seppi A.,52.0,46.0,950.0,1021.0,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.6,1.55,2.5,1.53,2.66,1.53,,,2.66,1.6,2.51,1.54,,,,,,1753.5,1725.2,1984-02-21,R,2.0
56,Chengdu,Chengdu Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Tomic B.,Klahn B.,123.0,95.0,453.0,610.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.61,2.2,1.7,2.25,1.67,2.2,1.72,2.23,,,1.74,2.3,1.68,2.21,1680.6,1670.0,1992-10-21,R,2.0,1638.1,1617.3,1990-08-20,L,2.0
56,Chengdu,Chengdu Open,2018-09-24,ATP250,Outdoor,Hard,1st Round,3,Sousa J.,Smyczek T.,50.0,109.0,966.0,510.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.4,1.33,3.6,1.44,2.62,1.34,3.5,,,1.38,3.6,1.33,3.36,1734.6,1682.8,1989-03-30,R,2.0,1550.0,1508.6,1987-12-30,R,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Wu Y.,147.0,423.0,402.0,91.0,6.0,3.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,2.95,1.44,2.75,1.48,2.82,,,1.49,2.95,1.45,2.78,,,,,,,,,,
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Shapovalov D.,Ivashka I.,31.0,101.0,1295.0,588.0,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.4,1.35,3.5,1.36,3.25,1.34,3.55,,,1.4,3.62,1.34,3.32,1946.8,1915.2,1999-04-15,L,1.0,1651.7,1612.1,1994-02-24,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Ramanathan R.,Vesely J.,134.0,90.0,423.0,645.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.45,1.6,2.37,1.57,2.49,1.6,,,2.55,1.61,2.43,1.57,1500.1,1455.1,1994-11-08,R,2.0,1723.9,1680.9,1993-07-10,L,2.0
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Lacko L.,80.0,77.0,714.0,730.0,5.0,7.0,6.0,0.0,5.0,0.0,,,,,1.0,1.0,Retired,1.66,2.1,1.8,2.1,1.73,2.1,1.76,2.16,,,1.83,2.16,1.76,2.08,1697.1,1682.5,1995-04-16,R,2.0,1610.1,1573.3,1987-11-03,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Zhang Zh.,311.0,340.0,155.0,135.0,6.0,3.0,6.0,7.0,4.0,2.0,,,,,1.0,1.0,Retired,1.08,8.0,1.1,8.25,1.08,8.0,1.13,7.0,,,1.16,8.5,1.1,6.98,1864.9,1821.9,1987-05-15,R,2.0,,,,,
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Tseng C.H.,62.0,440.0,825.0,85.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.18,4.5,1.22,4.75,1.22,4.33,1.22,4.76,,,1.25,4.89,1.21,4.46,,,,,,,,,,
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,De Minaur A.,Sugita Y.,40.0,100.0,1133.0,590.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.33,3.6,1.3,3.5,1.29,3.9,,,1.33,4.0,1.29,3.71,,,,,,1617.2,1575.5,1988-09-18,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Jung J.,28.0,122.0,1375.0,456.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.45,2.95,1.36,3.25,1.35,3.47,,,1.41,3.47,1.35,3.23,1805.3,1762.8,1983-11-15,L,2.0,1581.7,1563.5,1989-06-15,R,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Bemelmans R.,Zverev M.,114.0,69.0,492.0,790.0,6.0,3.0,2.0,0.0,,,,,,,1.0,0.0,Retired,1.9,1.8,2.05,1.85,2.0,1.8,2.08,1.83,,,2.1,1.91,2.01,1.81,1528.8,1470.6,1988-01-14,L,2.0,1597.1,1563.8,1987-08-22,L,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Sandgren T.,87.0,55.0,676.0,911.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.55,1.53,2.5,1.57,2.55,,,1.59,2.63,1.54,2.51,1778.8,1741.8,1987-12-26,R,2.0,1685.9,1626.7,1991-07-22,R,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Harris L.,Monfils G.,129.0,38.0,439.0,1195.0,3.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,2.75,1.4,2.85,1.47,2.75,1.44,2.94,1.45,,,3.08,1.48,2.85,1.43,,,,,,1890.5,1862.7,1986-09-01,R,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Ebden M.,Donskoy E.,47.0,85.0,994.0,681.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.9,2.0,1.8,2.0,1.81,2.1,,,1.91,2.1,1.82,2.0,1641.9,1598.2,1987-11-26,R,2.0,1641.7,1600.5,1990-05-09,R,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Albot R.,86.0,102.0,677.0,577.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.85,2.05,1.8,2.0,1.89,2.0,,,1.91,2.1,1.82,2.0,1832.5,1804.6,1990-06-23,R,2.0,1786.9,1751.5,1989-11-11,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Daniel T.,Ito T.,74.0,184.0,743.0,304.0,2.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,1.53,2.37,1.57,2.55,1.53,2.5,1.54,2.62,,,1.62,2.68,1.55,2.48,1618.9,1581.9,1993-01-27,R,2.0,1557.4,1536.4,1988-05-18,R,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Pella G.,58.0,59.0,875.0,870.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.67,2.3,1.67,2.2,1.68,2.3,,,1.71,2.38,1.65,2.25,1848.6,1770.9,1987-10-07,R,2.0,1822.3,1723.1,1990-05-17,L,2.0
56,Chengdu,Chengdu Open,2018-09-25,ATP250,Outdoor,Hard,1st Round,3,Jaziri M.,Baghdatis M.,63.0,92.0,824.0,630.0,7.0,6.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.53,2.55,1.57,2.37,1.57,2.8,1.49,,,2.85,1.59,2.56,1.52,1536.0,1511.3,1984-01-20,R,2.0,1711.4,1677.9,1985-06-17,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Tsitsipas S.,67.0,15.0,799.0,1962.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.6,1.55,2.5,1.53,2.66,1.54,,,2.7,1.63,2.49,1.55,,,,,,2067.4,2023.9,1998-08-12,R,1.0
56,Chengdu,Chengdu Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Chung H.,147.0,23.0,402.0,1630.0,7.0,6.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.4,2.95,1.45,2.75,1.4,2.95,1.46,,,3.21,1.5,2.83,1.44,,,,,,1796.7,1748.7,1996-05-19,R,2.0
56,Chengdu,Chengdu Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Jaziri M.,Mannarino A.,63.0,33.0,824.0,1285.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.85,1.47,2.75,1.44,2.8,1.5,,,2.9,1.53,2.77,1.45,1536.0,1511.3,1984-01-20,R,2.0,1782.0,1727.6,1988-06-29,L,2.0
57,Shenzhen ,Shenzhen Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Troicki V.,52.0,131.0,950.0,427.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.5,1.53,2.65,1.5,2.62,1.56,2.61,,,1.57,2.72,1.53,2.54,,,,,,1612.8,1546.0,1986-02-10,R,2.0
