ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,WElo,WSurfElo,WBD,WHand,WBHand,LElo,LSurfElo,LBD,LHand,LBHand
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Cilic M.,Paire B.,5.0,52.0,4770.0,975.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.45,2.55,1.5,2.62,1.54,2.7,,,1.54,2.9,1.48,2.68,1892.6,1843.5,1988-09-28,R,2.0,1783.2,1776.9,1989-05-08,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Fognini F.,Gojowczyk P.,21.0,53.0,1805.0,973.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.21,4.0,1.2,4.5,1.26,4.4,,,1.26,4.65,1.23,4.31,1891.2,1873.9,1987-05-24,R,2.0,1639.0,1563.8,1989-07-15,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Ramos-Vinolas A.,18.0,41.0,1905.0,1180.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.16,4.6,1.17,5.0,1.18,5.77,,,1.19,6.0,1.16,5.22,2201.3,2132.0,1987-05-22,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Zverev A.,Edmund K.,3.0,19.0,6015.0,1905.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.29,3.3,1.3,3.5,1.33,3.7,,,1.35,3.8,1.32,3.47,1985.8,1978.4,1997-04-20,R,2.0,1830.1,1766.6,1995-01-08,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-17,Masters 1000,Outdoor,Clay,3rd Round,3,Nishikori K.,Kohlschreiber P.,24.0,28.0,1665.0,1530.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.62,1.49,2.44,1.53,2.5,1.54,2.71,,,1.57,2.85,1.53,2.53,1936.5,1917.7,1989-12-29,R,2.0,1789.2,1755.7,1983-10-16,R,1.0
30,Rome,Internazionali BNL d'Italia,2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Nadal R.,Fognini F.,2.0,21.0,7950.0,1805.0,4.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.07,9.0,1.07,6.8,1.07,8.0,1.1,9.05,,,1.12,9.25,1.08,8.14,2203.4,2163.5,1986-06-03,L,2.0,1891.2,1873.9,1987-05-24,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Cilic M.,Carreno Busta P.,5.0,11.0,4770.0,2280.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.55,1.53,2.5,1.53,2.74,,,1.55,2.85,1.5,2.64,1892.6,1843.5,1988-09-28,R,2.0,,,,,
30,Rome,Internazionali BNL d'Italia,2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Djokovic N.,Nishikori K.,18.0,24.0,1905.0,1665.0,2.0,6.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.52,2.38,1.57,2.37,1.58,2.59,,,1.61,2.61,1.55,2.49,2201.3,2132.0,1987-05-22,R,2.0,1936.5,1917.7,1989-12-29,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-18,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,Goffin D.,3.0,10.0,6015.0,2930.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.41,2.7,1.44,2.75,1.46,2.98,,,1.54,3.05,1.45,2.78,1985.8,1978.4,1997-04-20,R,2.0,1895.1,1833.1,1990-12-07,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-19,Masters 1000,Outdoor,Clay,Semifinals,3,Zverev A.,Cilic M.,3.0,5.0,6015.0,4770.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.39,2.75,1.44,2.75,1.47,2.95,,,1.48,3.05,1.42,2.9,1985.8,1978.4,1997-04-20,R,2.0,1892.6,1843.5,1988-09-28,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-19,Masters 1000,Outdoor,Clay,Semifinals,3,Nadal R.,Djokovic N.,2.0,18.0,7950.0,1905.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.15,4.7,1.17,5.0,1.19,5.61,,,1.21,5.68,1.18,5.05,2203.4,2163.5,1986-06-03,L,2.0,2201.3,2132.0,1987-05-22,R,2.0
30,Rome,Internazionali BNL d'Italia,2018-05-20,Masters 1000,Outdoor,Clay,The Final,3,Nadal R.,Zverev A.,2.0,3.0,7950.0,6015.0,6.0,1.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.16,5.0,1.19,4.2,1.17,5.0,1.18,5.77,,,1.22,6.0,1.18,5.12,2203.4,2163.5,1986-06-03,L,2.0,1985.8,1978.4,1997-04-20,R,2.0
32,Lyon,Lyon Open,2018-05-20,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Delbonis F.,97.0,66.0,626.0,835.0,6.0,7.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,4.0,1.22,3.8,1.23,4.5,1.2,4.7,1.22,,,4.9,1.28,4.29,1.22,1786.9,1692.8,1989-11-11,R,2.0,1702.5,1716.5,1990-10-05,L,2.0
31,Geneva,Geneva Open,2018-05-20,ATP250,Outdoor,Clay,1st Round,3,Basic M.,Zverev M.,82.0,52.0,697.0,1012.0,5.0,7.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2.5,1.47,2.37,1.57,2.64,1.54,,,2.74,1.6,2.56,1.51,1436.6,1407.6,1991-07-12,R,2.0,1597.1,1553.4,1987-08-22,L,2.0
31,Geneva,Geneva Open,2018-05-20,ATP250,Outdoor,Clay,1st Round,3,Seppi A.,Cecchinato M.,51.0,72.0,1020.0,806.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.81,1.9,1.8,2.0,1.87,2.02,,,2.0,2.05,1.86,1.94,1753.5,1679.5,1984-02-21,R,2.0,1626.7,1658.5,1992-09-30,R,1.0
32,Lyon,Lyon Open,2018-05-20,ATP250,Outdoor,Clay,1st Round,3,Hemery C.,Moutet C.,127.0,143.0,445.0,398.0,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.66,2.04,1.7,2.1,1.73,2.14,1.78,,,2.23,1.8,2.1,1.74,,,,,,1608.2,1591.0,1999-04-19,L,2.0
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Kicker N.,335.0,84.0,147.0,684.0,4.0,6.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,Completed,4.5,1.18,,,4.0,1.25,,,,,4.5,1.24,4.27,1.21,1622.1,1614.2,1992-03-09,R,2.0,,,,,
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Rubin N.,Baghdatis M.,204.0,83.0,295.0,689.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.81,1.89,1.8,2.0,1.85,2.04,,,1.9,2.1,1.83,1.97,1582.4,1502.8,1996-02-21,R,2.0,1711.4,1590.6,1985-06-17,R,2.0
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Tiafoe F.,Harrison R.,61.0,56.0,883.0,920.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.62,1.48,2.48,1.5,2.62,1.55,2.61,,,1.6,2.78,1.5,2.57,1739.2,1694.1,1998-01-20,R,2.0,,,,,
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Gojowczyk P.,Karlovic I.,49.0,93.0,1045.0,665.0,7.0,6.0,4.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.72,2.0,1.66,2.1,1.67,2.2,1.76,2.16,,,1.8,2.35,1.69,2.17,1639.0,1563.8,1989-07-15,R,2.0,1693.1,1629.5,1979-02-28,R,1.0
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Mayer F.,281.0,90.0,189.0,671.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.43,2.62,1.5,2.62,1.54,,,2.85,1.57,2.65,1.48,,,,,,,,,,
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Sandgren T.,Haider-Maurer A.,55.0,412.0,923.0,96.0,1.0,6.0,6.0,1.0,6.0,0.0,,,,,2.0,1.0,Completed,1.28,3.5,1.29,3.25,1.3,3.5,1.33,3.57,,,1.34,3.75,1.31,3.44,1685.9,1615.8,1991-07-22,R,2.0,,,,,
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Koepfer D.,81.0,249.0,700.0,225.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.2,4.1,1.25,4.0,1.27,4.1,,,1.29,4.6,1.23,4.13,1822.3,1819.7,1990-05-17,L,2.0,1729.8,1517.9,1994-04-29,L,2.0
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Lajovic D.,Zeballos H.,68.0,101.0,824.0,610.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.32,3.1,1.36,3.0,1.36,3.4,,,1.4,3.55,1.35,3.18,1716.2,1727.2,1990-06-30,R,1.0,,,,,
31,Geneva,Geneva Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Donaldson J.,Istomin D.,57.0,98.0,910.0,622.0,5.0,7.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.5,2.5,1.54,2.32,1.57,2.37,1.61,2.45,,,1.66,2.61,1.58,2.39,,,,,,1610.9,1559.9,1986-09-07,R,2.0
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Simon G.,Samper-Montana J.,75.0,410.0,765.0,98.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,5.0,1.14,5.5,1.14,6.5,,,1.17,7.0,1.13,5.88,1786.5,1727.8,1984-12-27,R,2.0,,,,,
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Djere L.,77.0,103.0,742.0,592.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.72,2.0,1.75,1.97,1.8,2.0,1.78,2.14,,,1.83,2.18,1.76,2.06,,,,,,1704.7,1737.5,1995-06-02,R,2.0
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Mannarino A.,71.0,27.0,820.0,1535.0,6.0,3.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.83,1.83,1.84,1.87,1.91,1.91,1.96,1.93,,,2.05,1.96,1.9,1.89,,,,,,1782.0,1651.5,1988-06-29,L,2.0
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Norrie C.,Hernandez-Fernandez J,102.0,266.0,599.0,203.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.51,2.4,1.44,2.75,1.53,2.67,,,1.57,2.75,1.51,2.57,1748.3,1644.3,1995-08-23,L,2.0,,,,,
32,Lyon,Lyon Open,2018-05-21,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,Monfils G.,69.0,38.0,821.0,1220.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.5,1.46,2.62,1.5,2.47,1.6,,,2.8,1.65,2.56,1.51,1666.4,1635.3,1995-06-15,L,2.0,1890.5,1796.1,1986-09-01,R,2.0
31,Geneva,Geneva Open,2018-05-22,ATP250,Outdoor,Clay,2nd Round,3,Gojowczyk P.,Ferrer D.,49.0,42.0,1045.0,1190.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.42,1.5,2.37,1.57,2.46,1.62,,,2.59,1.65,2.45,1.55,1639.0,1563.8,1989-07-15,R,2.0,,,,,
31,Geneva,Geneva Open,2018-05-22,ATP250,Outdoor,Clay,1st Round,3,Rosol L.,Vesely J.,286.0,79.0,178.0,720.0,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.4,2.47,1.48,2.62,1.5,2.75,1.5,,,2.8,1.55,2.61,1.5,1614.3,1582.1,1985-07-24,R,2.0,1723.9,1656.6,1993-07-10,L,2.0
31,Geneva,Geneva Open,2018-05-22,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,Copil M.,47.0,95.0,1065.0,662.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.75,1.44,2.75,1.47,2.88,,,1.48,3.04,1.43,2.8,1725.9,1694.4,1989-12-24,R,2.0,1668.8,1575.3,1990-10-17,R,1.0
31,Geneva,Geneva Open,2018-05-22,ATP250,Outdoor,Clay,1st Round,3,Fucsovics M.,Ramos-Vinolas A.,60.0,36.0,884.0,1260.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.27,1.56,2.25,1.61,2.37,1.65,,,2.6,1.65,2.36,1.59,1747.4,1696.1,1992-02-08,R,2.0,,,,,
32,Lyon,Lyon Open,2018-05-22,ATP250,Outdoor,Clay,1st Round,3,Horansky F.,Sousa J.,334.0,48.0,150.0,1051.0,6.0,4.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,6.5,1.11,5.8,1.11,6.0,1.12,7.0,1.13,,,7.25,1.15,6.27,1.12,1499.1,1506.5,1993-01-07,R,2.0,1734.6,1690.8,1989-03-30,R,2.0
32,Lyon,Lyon Open,2018-05-22,ATP250,Outdoor,Clay,1st Round,3,Kukushkin M.,Barrere G.,91.0,196.0,669.0,303.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.29,1.57,2.37,1.63,2.42,,,1.67,2.61,1.58,2.38,1778.8,1671.1,1987-12-26,R,2.0,1730.4,1605.1,1994-02-16,R,2.0
32,Lyon,Lyon Open,2018-05-22,ATP250,Outdoor,Clay,1st Round,3,Fritz T.,Ebden M.,70.0,73.0,820.0,794.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.28,3.35,1.33,3.4,1.32,3.65,,,1.37,3.95,1.3,3.54,,,,,,1641.9,1484.3,1987-11-26,R,2.0
32,Lyon,Lyon Open,2018-05-22,ATP250,Outdoor,Clay,2nd Round,3,Thiem D.,Carballes Baena R.,8.0,77.0,3195.0,742.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,5.0,1.14,5.5,1.16,6.16,,,1.19,6.8,1.14,5.57,2066.2,2048.5,1993-09-03,R,1.0,,,,,
32,Lyon,Lyon Open,2018-05-22,ATP250,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Hemery C.,71.0,127.0,820.0,445.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.41,2.7,1.44,2.75,1.46,2.95,,,1.5,3.0,1.44,2.79,,,,,,,,,,
31,Geneva,Geneva Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Wawrinka S.,Donaldson J.,25.0,57.0,1605.0,910.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.4,2.75,1.44,2.75,1.49,2.84,,,1.5,2.98,1.45,2.76,1920.7,1890.2,1985-03-28,R,1.0,,,,,
31,Geneva,Geneva Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,Rubin N.,19.0,204.0,1895.0,295.0,6.0,7.0,6.0,2.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,3.75,1.27,3.4,1.3,3.5,1.29,4.05,,,1.33,4.15,1.28,3.7,1891.2,1873.9,1987-05-24,R,2.0,1582.4,1502.8,1996-02-21,R,2.0
31,Geneva,Geneva Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Fucsovics M.,Tiafoe F.,60.0,61.0,884.0,883.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.06,1.68,2.1,1.73,2.11,1.81,,,2.21,1.83,2.08,1.75,1747.4,1696.1,1992-02-08,R,2.0,1739.2,1694.1,1998-01-20,R,2.0
31,Geneva,Geneva Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Sandgren T.,Basic M.,55.0,82.0,923.0,697.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.74,1.98,1.8,2.0,1.85,2.07,,,1.87,2.1,1.8,2.01,1685.9,1615.8,1991-07-22,R,2.0,1436.6,1407.6,1991-07-12,R,2.0
32,Lyon,Lyon Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Norrie C.,Marterer M.,102.0,69.0,599.0,821.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.36,2.8,1.39,2.75,1.44,2.99,1.45,,,3.13,1.46,2.92,1.41,1748.3,1644.3,1995-08-23,L,2.0,1666.4,1635.3,1995-06-15,L,2.0
32,Lyon,Lyon Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Horansky F.,68.0,334.0,824.0,150.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.11,5.6,1.14,5.5,1.13,6.99,,,1.17,7.25,1.12,6.29,1716.2,1727.2,1990-06-30,R,1.0,1499.1,1506.5,1993-01-07,R,2.0
32,Lyon,Lyon Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Isner J.,Albot R.,10.0,97.0,2955.0,626.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.27,3.4,1.33,3.4,1.31,3.81,,,1.36,3.9,1.29,3.55,1839.5,1749.0,1985-04-26,R,2.0,1786.9,1692.8,1989-11-11,R,2.0
32,Lyon,Lyon Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,Sock J.,70.0,15.0,820.0,2110.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.23,1.58,2.25,1.61,2.5,1.6,,,2.5,1.66,2.37,1.6,,,,,,,,,,
31,Geneva,Geneva Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Seppi A.,Zapata Miralles B.,51.0,281.0,1020.0,189.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.23,3.8,1.28,3.75,1.27,4.25,,,1.3,4.33,1.25,3.92,1753.5,1679.5,1984-02-21,R,2.0,,,,,
32,Lyon,Lyon Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Simon G.,De Loore J.,75.0,351.0,765.0,135.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.25,3.6,1.3,3.5,1.3,3.92,,,1.34,4.1,1.27,3.76,1786.5,1727.8,1984-12-27,R,2.0,,,,,
32,Lyon,Lyon Open,2018-05-23,ATP250,Outdoor,Clay,2nd Round,3,Kukushkin M.,Coria F.,91.0,335.0,669.0,147.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.18,4.3,1.22,4.33,1.21,5.0,,,1.24,5.25,1.19,4.71,1778.8,1671.1,1987-12-26,R,2.0,1622.1,1614.2,1992-03-09,R,2.0
31,Geneva,Geneva Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Fucsovics M.,Wawrinka S.,60.0,25.0,884.0,1605.0,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.65,1.43,2.75,1.44,2.76,1.52,,,2.93,1.52,2.72,1.46,1747.4,1696.1,1992-02-08,R,2.0,1920.7,1890.2,1985-03-28,R,1.0
31,Geneva,Geneva Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Johnson S.,Pella G.,47.0,81.0,1065.0,700.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.82,1.89,1.91,1.91,1.91,2.02,,,1.92,2.1,1.87,1.94,1725.9,1694.4,1989-12-24,R,2.0,1822.3,1819.7,1990-05-17,L,2.0
31,Geneva,Geneva Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Fognini F.,Sandgren T.,19.0,55.0,1895.0,923.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.25,1.31,3.15,1.36,3.0,1.36,3.54,,,1.42,3.58,1.34,3.3,1891.2,1873.9,1987-05-24,R,2.0,1685.9,1615.8,1991-07-22,R,2.0
31,Geneva,Geneva Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Gojowczyk P.,Seppi A.,49.0,51.0,1045.0,1020.0,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.9,1.9,1.87,1.83,1.91,1.91,2.07,1.86,,,2.07,2.02,1.91,1.9,1639.0,1563.8,1989-07-15,R,2.0,1753.5,1679.5,1984-02-21,R,2.0
31,Geneva,Geneva Open,2018-05-24,ATP250,Outdoor,Clay,2nd Round,3,Johnson S.,Rosol L.,47.0,286.0,1065.0,178.0,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.4,1.31,3.15,1.33,3.4,1.36,3.46,,,1.37,3.7,1.33,3.33,1725.9,1694.4,1989-12-24,R,2.0,1614.3,1582.1,1985-07-24,R,2.0
31,Geneva,Geneva Open,2018-05-24,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Querrey S.,81.0,13.0,700.0,2140.0,7.0,5.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.8,1.9,1.8,1.9,1.91,1.91,1.92,1.99,,,1.98,2.04,1.84,1.96,1822.3,1819.7,1990-05-17,L,2.0,1848.6,1775.4,1987-10-07,R,2.0
32,Lyon,Lyon Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Lajovic D.,Fritz T.,68.0,70.0,824.0,820.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.48,2.47,1.53,2.5,1.54,2.7,,,1.57,2.75,1.51,2.58,1716.2,1727.2,1990-06-30,R,1.0,,,,,
32,Lyon,Lyon Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Simon G.,Kukushkin M.,75.0,91.0,765.0,669.0,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.66,2.2,1.67,2.08,1.73,2.1,1.77,2.2,,,1.78,2.25,1.71,2.15,1786.5,1727.8,1984-12-27,R,2.0,1778.8,1671.1,1987-12-26,R,2.0
32,Lyon,Lyon Open,2018-05-24,ATP250,Outdoor,Clay,Quarterfinals,3,Norrie C.,Isner J.,102.0,10.0,599.0,2955.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.35,1.28,3.5,1.3,3.74,1.33,,,3.9,1.33,3.6,1.29,1748.3,1644.3,1995-08-23,L,2.0,1839.5,1749.0,1985-04-26,R,2.0
32,Lyon,Lyon Open,2018-05-25,ATP250,Outdoor,Clay,Semifinals,3,Simon G.,Norrie C.,75.0,102.0,765.0,599.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.67,2.08,1.73,2.1,1.71,2.29,,,1.8,2.31,1.7,2.16,1786.5,1727.8,1984-12-27,R,2.0,1748.3,1644.3,1995-08-23,L,2.0
32,Lyon,Lyon Open,2018-05-25,ATP250,Outdoor,Clay,Quarterfinals,3,Thiem D.,Garcia-Lopez G.,8.0,71.0,3195.0,820.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.12,6.0,1.11,5.6,1.12,6.0,1.14,7.19,,,1.15,7.25,1.12,6.26,2066.2,2048.5,1993-09-03,R,1.0,,,,,
32,Lyon,Lyon Open,2018-05-25,ATP250,Outdoor,Clay,Semifinals,3,Thiem D.,Lajovic D.,8.0,68.0,3195.0,824.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.36,2.9,1.36,3.0,1.43,3.13,,,1.44,3.6,1.37,3.15,2066.2,2048.5,1993-09-03,R,1.0,1716.2,1727.2,1990-06-30,R,1.0
31,Geneva,Geneva Open,2018-05-25,ATP250,Outdoor,Clay,Semifinals,3,Gojowczyk P.,Fognini F.,49.0,19.0,1045.0,1895.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.75,1.39,2.75,1.44,3.05,1.45,,,3.05,1.5,2.82,1.44,1639.0,1563.8,1989-07-15,R,2.0,1891.2,1873.9,1987-05-24,R,2.0
31,Geneva,Geneva Open,2018-05-25,ATP250,Outdoor,Clay,Semifinals,3,Fucsovics M.,Johnson S.,60.0,47.0,884.0,1065.0,2.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.9,1.9,1.84,1.86,1.91,1.91,1.97,1.95,,,2.0,2.0,1.9,1.91,1747.4,1696.1,1992-02-08,R,2.0,1725.9,1694.4,1989-12-24,R,2.0
32,Lyon,Lyon Open,2018-05-26,ATP250,Outdoor,Clay,The Final,3,Thiem D.,Simon G.,8.0,75.0,3195.0,765.0,3.0,6.0,7.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.16,5.0,1.15,4.7,1.17,5.0,1.18,5.73,,,1.21,5.85,1.17,5.15,2066.2,2048.5,1993-09-03,R,1.0,1786.5,1727.8,1984-12-27,R,2.0
31,Geneva,Geneva Open,2018-05-26,ATP250,Outdoor,Clay,The Final,3,Fucsovics M.,Gojowczyk P.,60.0,49.0,884.0,1045.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.82,1.89,1.8,2.0,1.93,2.0,,,1.94,2.01,1.87,1.94,1747.4,1696.1,1992-02-08,R,2.0,1639.0,1563.8,1989-07-15,R,2.0
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Andreozzi G.,Fritz T.,108.0,68.0,506.0,849.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.5,2.62,1.49,2.46,1.53,2.5,1.54,2.66,,,1.57,2.66,1.51,2.57,1634.4,1621.3,1991-08-05,R,2.0,,,,,
33,Paris,French Open,2018-05-27,Grand Slam,Outdoor,Clay,1st Round,5,Delbonis F.,Bellucci T.,69.0,278.0,835.0,201.0,6.0,1.0,6.0,3.0,3.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.53,2.5,1.47,2.5,1.53,2.5,1.53,2.71,,,1.58,2.71,1.51,2.56,1702.5,1716.5,1990-10-05,L,2.0,1472.1,1453.6,1987-12-30,L,2.0
